doi,title,authors,publish_type,is_most_recent_version,url_most_most_version,main_comparison_of_review,main_comparison_population,main_comparison_setting,main_comparison_comparsion_type,background,objectives,search_methods,selection_criteria,data_coll_analysis,main_results,conclusions,summaryTable_count,GRADE_somewhere_in_the_text,is_paywalled,warning,id_measure,Outcomes,relative_effect_95CI,n_participants_studies,n_participants,n_studies,GRADE,Comments,effect_statistic,CI_lower,CI_upper,effect_size
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001352/full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, This is not the most recent version,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
